order_id,customer_id,order_date,order_status,total_amount,payment_method,product_category,customer_city,customer_rating,delivery_days
ORD00077,CUST1391,2023-01-12 02:21:26.177235447,Delivered,487.69,Cash,Sports,Rio de Janeiro,5,12
ORD00078,CUST0956,2023-01-12 05:51:43.100620124,Delivered,42.21,Credit Card,Clothing,Fortaleza,2,8
ORD00079,CUST1479,2023-01-12 09:22:00.024004801,Delivered,190.77,Credit Card,Electronics,Fortaleza,5,1
ORD00080,CUST1452,2023-01-12 12:52:16.947389477,Cancelled,122.19,Credit Card,Home & Garden,Fortaleza,4,1
ORD00081,CUST0509,2023-01-12 16:22:33.870774154,Delivered,382.86,Credit Card,Sports,Sao Paulo,4,14
ORD00082,CUST0776,2023-01-12 19:52:50.794158831,Delivered,327.29,Debit Card,Beauty,Fortaleza,4,7
ORD00083,CUST1967,2023-01-12 23:23:07.717543508,Delivered,77.55,Credit Card,Beauty,Salvador,4,14
ORD00084,CUST0035,2023-01-13 02:53:24.640928185,Shipped,252.09,Credit Card,Beauty,Sao Paulo,5,11
ORD00085,CUST0206,2023-01-13 06:23:41.564312862,Delivered,349.01,PayPal,Home & Garden,Sao Paulo,5,14
ORD00086,CUST1105,2023-01-13 09:53:58.487697539,Delivered,393.92,Debit Card,Clothing,Fortaleza,5,8
ORD00087,CUST1956,2023-01-13 13:24:15.411082216,Delivered,29.63,Credit Card,Books,Salvador,5,3
ORD00088,CUST1586,2023-01-13 16:54:32.334466893,Delivered,447.43,Credit Card,Clothing,Rio de Janeiro,2,2
ORD00089,CUST1896,2023-01-13 20:24:49.257851570,Delivered,293.26,Credit Card,Sports,Fortaleza,5,7
ORD00090,CUST1412,2023-01-13 23:55:06.181236247,Shipped,409.72,Cash,Clothing,Sao Paulo,4,10
ORD00091,CUST1026,2023-01-14 03:25:23.104620924,Delivered,407.81,PayPal,Beauty,Rio de Janeiro,5,5
ORD00092,CUST1022,2023-01-14 06:55:40.028005601,Delivered,111.13,PayPal,Clothing,Rio de Janeiro,4,1
ORD00093,CUST1414,2023-01-14 10:25:56.951390278,Delivered,72.88,Cash,Sports,Sao Paulo,5,2
ORD00094,CUST0566,2023-01-14 13:56:13.874774955,Delivered,366.22,Debit Card,Sports,Rio de Janeiro,4,3
ORD00095,CUST1130,2023-01-14 17:26:30.798159632,Delivered,95.08,Credit Card,Beauty,Salvador,4,6
ORD00096,CUST1796,2023-01-14 20:56:47.721544309,Shipped,427.97,Credit Card,Home & Garden,Salvador,4,14
ORD00097,CUST1846,2023-01-15 00:27:04.644928985,Delivered,368.57,Debit Card,Electronics,Fortaleza,4,1
ORD00098,CUST1501,2023-01-15 03:57:21.568313662,Delivered,424.08,PayPal,Books,Fortaleza,4,8
ORD00099,CUST0703,2023-01-15 07:27:38.491698339,Delivered,163.53,Credit Card,Books,Rio de Janeiro,1,2
ORD00100,CUST0402,2023-01-15 10:57:55.415083016,Delivered,171.97,Debit Card,Beauty,Sao Paulo,5,5
ORD00101,CUST0730,2023-01-15 14:28:12.338467693,Delivered,342.19,Cash,Books,Salvador,2,8
ORD00102,CUST1580,2023-01-15 17:58:29.261852370,Delivered,35.09,Credit Card,Clothing,Brasilia,5,13
ORD00103,CUST0162,2023-01-15 21:28:46.185237047,Processing,368.72,PayPal,Sports,Fortaleza,3,5
ORD00104,CUST0202,2023-01-16 00:59:03.108621724,Delivered,421.18,Credit Card,Sports,Salvador,2,13
ORD00105,CUST1982,2023-01-16 04:29:20.032006401,Delivered,219.28,Credit Card,Beauty,Rio de Janeiro,5,14
ORD00106,CUST0996,2023-01-16 07:59:36.955391078,Processing,387.14,Credit Card,Sports,Salvador,5,8
ORD00107,CUST0270,2023-01-16 11:29:53.878775755,Delivered,103.81,Debit Card,Electronics,Salvador,4,14
ORD00108,CUST1887,2023-01-16 15:00:10.802160432,Delivered,174.68,Debit Card,Sports,Rio de Janeiro,5,6
ORD00109,CUST0816,2023-01-16 18:30:27.725545109,Delivered,487.67,Credit Card,Sports,Fortaleza,4,7
ORD00110,CUST1295,2023-01-16 22:00:44.648929786,Delivered,493.44,PayPal,Clothing,Fortaleza,5,8
ORD00111,CUST0456,2023-01-17 01:31:01.572314463,Delivered,266.05,Debit Card,Home & Garden,Brasilia,5,3
ORD00112,CUST1486,2023-01-17 05:01:18.495699139,Delivered,468.45,Debit Card,Books,Brasilia,4,13
ORD00113,CUST1751,2023-01-17 08:31:35.419083816,Delivered,270.91,Credit Card,Clothing,Fortaleza,5,12
ORD00114,CUST1276,2023-01-17 12:01:52.342468493,Delivered,159.96,PayPal,Clothing,Fortaleza,5,14
ORD00115,CUST1017,2023-01-17 15:32:09.265853170,Delivered,148.11,Credit Card,Clothing,Fortaleza,4,5
ORD00116,CUST1726,2023-01-17 19:02:26.189237847,Delivered,466.16,Credit Card,Books,Fortaleza,5,10
ORD00117,CUST0296,2023-01-17 22:32:43.112622524,Delivered,102.77,Credit Card,Beauty,Salvador,5,7
ORD00118,CUST1749,2023-01-18 02:03:00.036007201,Delivered,298.22,Credit Card,Clothing,Brasilia,5,9
ORD00119,CUST0720,2023-01-18 05:33:16.959391878,Delivered,286.65,PayPal,Home & Garden,Rio de Janeiro,4,14
ORD00120,CUST1773,2023-01-18 09:03:33.882776555,Shipped,375.02,Credit Card,Beauty,Sao Paulo,5,6
ORD00121,CUST0338,2023-01-18 12:33:50.806161232,Delivered,259.64,Credit Card,Sports,Rio de Janeiro,3,10
ORD00122,CUST0879,2023-01-18 16:04:07.729545909,Delivered,150.7,PayPal,Home & Garden,Sao Paulo,1,1
ORD00123,CUST1077,2023-01-18 19:34:24.652930586,Processing,101.31,Debit Card,Beauty,Salvador,4,11
ORD00124,CUST0792,2023-01-18 23:04:41.576315263,Delivered,317.99,PayPal,Sports,Brasilia,5,8
ORD00125,CUST1946,2023-01-19 02:34:58.499699940,Delivered,365.12,Credit Card,Sports,Sao Paulo,5,6
ORD00126,CUST0217,2023-01-19 06:05:15.423084617,Delivered,293.37,Debit Card,Clothing,Fortaleza,5,1
ORD00127,CUST0764,2023-01-19 09:35:32.346469294,Shipped,374.41,Credit Card,Clothing,Salvador,5,4
ORD00128,CUST0188,2023-01-19 13:05:49.269853970,Delivered,87.93,Cash,Books,Sao Paulo,2,6
ORD00129,CUST0380,2023-01-19 16:36:06.193238647,Delivered,443.59,Debit Card,Electronics,Fortaleza,2,13
ORD00130,CUST0493,2023-01-19 20:06:23.116623324,Shipped,299.55,Debit Card,Home & Garden,Salvador,5,10
ORD00131,CUST1065,2023-01-19 23:36:40.040008001,Delivered,80.89,Credit Card,Books,Sao Paulo,5,1
ORD00132,CUST1181,2023-01-20 03:06:56.963392678,Delivered,241.72,Credit Card,Books,Fortaleza,5,10
ORD00133,CUST0015,2023-01-20 06:37:13.886777355,Delivered,425.5,Credit Card,Home & Garden,Brasilia,2,5
ORD00134,CUST1837,2023-01-20 10:07:30.810162032,Delivered,450.83,Credit Card,Beauty,Salvador,4,3
ORD00135,CUST0065,2023-01-20 13:37:47.733546709,Delivered,147.03,Credit Card,Home & Garden,Sao Paulo,4,7
ORD00136,CUST1881,2023-01-20 17:08:04.656931386,Delivered,361.41,Debit Card,Sports,Fortaleza,4,13
ORD00137,CUST1863,2023-01-20 20:38:21.580316063,Delivered,67.99,Credit Card,Electronics,Brasilia,1,8
ORD00138,CUST0521,2023-01-21 00:08:38.503700740,Shipped,36.1,PayPal,Beauty,Fortaleza,5,3
ORD00139,CUST1368,2023-01-21 03:38:55.427085417,Delivered,288.99,Credit Card,Clothing,Brasilia,5,10
ORD00140,CUST1153,2023-01-21 07:09:12.350470094,Delivered,353.52,Credit Card,Electronics,Sao Paulo,5,3
ORD00141,CUST0648,2023-01-21 10:39:29.273854771,Delivered,401.98,PayPal,Electronics,Fortaleza,2,14
ORD00142,CUST1496,2023-01-21 14:09:46.197239448,Delivered,183.3,Debit Card,Clothing,Fortaleza,2,11
ORD00143,CUST1087,2023-01-21 17:40:03.120624124,Delivered,23.13,Credit Card,Electronics,Rio de Janeiro,5,3
ORD00144,CUST1163,2023-01-21 21:10:20.044008801,Delivered,250.17,Credit Card,Beauty,Salvador,5,14
ORD00145,CUST1523,2023-01-22 00:40:36.967393478,Delivered,27.61,Debit Card,Beauty,Fortaleza,5,11
ORD00146,CUST0593,2023-01-22 04:10:53.890778155,Delivered,64.15,Credit Card,Beauty,Brasilia,5,6
ORD00147,CUST0392,2023-01-22 07:41:10.814162832,Delivered,176.81,Credit Card,Books,Salvador,5,6
ORD00148,CUST1699,2023-01-22 11:11:27.737547509,Delivered,229.84,Debit Card,Books,Sao Paulo,2,3
ORD00149,CUST0419,2023-01-22 14:41:44.660932186,Delivered,154.15,Credit Card,Beauty,Salvador,4,6
ORD00150,CUST0289,2023-01-22 18:12:01.584316863,Delivered,299.3,Credit Card,Clothing,Rio de Janeiro,5,9
ORD00151,CUST0379,2023-01-22 21:42:18.507701540,Delivered,46.57,Cash,Clothing,Sao Paulo,4,11
ORD00152,CUST1797,2023-01-23 01:12:35.431086217,Delivered,89.4,PayPal,Home & Garden,Fortaleza,4,8
ORD00153,CUST1514,2023-01-23 04:42:52.354470894,Delivered,353.72,Credit Card,Home & Garden,Sao Paulo,4,11
ORD00154,CUST0231,2023-01-23 08:13:09.277855571,Shipped,88.23,Debit Card,Beauty,Sao Paulo,4,13
ORD00155,CUST1018,2023-01-23 11:43:26.201240248,Delivered,327.09,Credit Card,Electronics,Rio de Janeiro,5,13
ORD00156,CUST0041,2023-01-23 15:13:43.124624925,Delivered,46.25,PayPal,Electronics,Brasilia,3,7
ORD00157,CUST1052,2023-01-23 18:44:00.048009602,Delivered,215.54,Debit Card,Clothing,Sao Paulo,4,7
ORD00158,CUST0135,2023-01-23 22:14:16.971394279,Delivered,105.16,Credit Card,Electronics,Brasilia,5,8
ORD00159,CUST0201,2023-01-24 01:44:33.894778955,Delivered,72.63,Credit Card,Sports,Salvador,5,7
ORD00160,CUST1864,2023-01-24 05:14:50.818163632,Delivered,292.18,Credit Card,Books,Rio de Janeiro,5,13
ORD00161,CUST0780,2023-01-24 08:45:07.741548309,Delivered,465.6,Debit Card,Electronics,Fortaleza,5,3
ORD00162,CUST0930,2023-01-24 12:15:24.664932986,Shipped,46.3,Debit Card,Electronics,Sao Paulo,5,8
ORD00163,CUST1057,2023-01-24 15:45:41.588317663,Delivered,222.35,Credit Card,Home & Garden,Brasilia,5,8
ORD00164,CUST1072,2023-01-24 19:15:58.511702340,Processing,359.62,Credit Card,Sports,Sao Paulo,4,13
ORD00165,CUST0503,2023-01-24 22:46:15.435087017,Delivered,242.09,Credit Card,Electronics,Rio de Janeiro,4,1
ORD00166,CUST0407,2023-01-25 02:16:32.358471694,Delivered,407.12,Credit Card,Books,Fortaleza,5,10
ORD00167,CUST1598,2023-01-25 05:46:49.281856371,Delivered,106.23,Credit Card,Electronics,Salvador,5,5
ORD00168,CUST1752,2023-01-25 09:17:06.205241048,Delivered,480.61,Debit Card,Clothing,Salvador,5,14
ORD00169,CUST0805,2023-01-25 12:47:23.128625725,Delivered,204.88,Debit Card,Sports,Brasilia,5,5
ORD00170,CUST0099,2023-01-25 16:17:40.052010402,Cancelled,183.95,Cash,Electronics,Salvador,5,1
ORD00171,CUST0684,2023-01-25 19:47:56.975395079,Delivered,439.81,Cash,Sports,Brasilia,1,6
ORD00172,CUST1896,2023-01-25 23:18:13.898779756,Delivered,290.66,Debit Card,Electronics,Fortaleza,2,14
ORD00173,CUST0726,2023-01-26 02:48:30.822164433,Delivered,267.89,Debit Card,Books,Sao Paulo,3,6
ORD00174,CUST1571,2023-01-26 06:18:47.745549109,Delivered,368.95,Cash,Books,Rio de Janeiro,2,14
ORD00175,CUST0961,2023-01-26 09:49:04.668933786,Delivered,298.32,Credit Card,Sports,Fortaleza,4,12
ORD00176,CUST1763,2023-01-26 13:19:21.592318463,Delivered,98.01,Credit Card,Beauty,Fortaleza,4,4
ORD00177,CUST0613,2023-01-26 16:49:38.515703140,Delivered,343.61,Credit Card,Home & Garden,Salvador,5,6
ORD00178,CUST1967,2023-01-26 20:19:55.439087817,Delivered,84.07,Debit Card,Home & Garden,Salvador,5,14
ORD00179,CUST1486,2023-01-26 23:50:12.362472494,Delivered,406.81,PayPal,Clothing,Rio de Janeiro,5,6
ORD00180,CUST0643,2023-01-27 03:20:29.285857171,Shipped,495.07,Credit Card,Beauty,Sao Paulo,4,1
ORD00181,CUST1793,2023-01-27 06:50:46.209241848,Delivered,201.15,Debit Card,Home & Garden,Fortaleza,4,5
ORD00182,CUST1029,2023-01-27 10:21:03.132626525,Delivered,233.48,Debit Card,Sports,Salvador,5,2
ORD00183,CUST1242,2023-01-27 13:51:20.056011202,Delivered,42.29,Credit Card,Home & Garden,Fortaleza,2,14
ORD00184,CUST0503,2023-01-27 17:21:36.979395879,Cancelled,26.59,Credit Card,Clothing,Sao Paulo,5,7
ORD00185,CUST0767,2023-01-27 20:51:53.902780556,Delivered,462.28,Credit Card,Electronics,Brasilia,4,13
ORD00186,CUST0398,2023-01-28 00:22:10.826165233,Shipped,81.74,Credit Card,Home & Garden,Sao Paulo,5,9
ORD00187,CUST0871,2023-01-28 03:52:27.749549910,Delivered,233.97,PayPal,Sports,Fortaleza,3,9
ORD00188,CUST0795,2023-01-28 07:22:44.672934587,Delivered,411.37,PayPal,Sports,Fortaleza,2,14
ORD00189,CUST0393,2023-01-28 10:53:01.596319264,Delivered,446.87,PayPal,Clothing,Rio de Janeiro,4,11
ORD00190,CUST0207,2023-01-28 14:23:18.519703941,Processing,269.31,Debit Card,Clothing,Fortaleza,5,9
ORD00191,CUST1039,2023-01-28 17:53:35.443088618,Delivered,291.22,PayPal,Books,Salvador,4,11
ORD00192,CUST1882,2023-01-28 21:23:52.366473294,Delivered,341.45,Debit Card,Books,Rio de Janeiro,5,7
ORD00193,CUST1578,2023-01-29 00:54:09.289857971,Delivered,481.46,Debit Card,Books,Fortaleza,4,7
ORD00194,CUST0892,2023-01-29 04:24:26.213242648,Delivered,309.28,Debit Card,Electronics,Sao Paulo,4,1
ORD00195,CUST1485,2023-01-29 07:54:43.136627325,Delivered,288.55,Debit Card,Sports,Fortaleza,5,11
ORD00196,CUST1715,2023-01-29 11:25:00.060012002,Delivered,26.98,Credit Card,Books,Sao Paulo,5,11
ORD00197,CUST1599,2023-01-29 14:55:16.983396679,Processing,58.86,Debit Card,Sports,Sao Paulo,5,6
ORD00198,CUST0864,2023-01-29 18:25:33.906781356,Delivered,297.04,Credit Card,Clothing,Fortaleza,4,14
ORD00199,CUST0743,2023-01-29 21:55:50.830166033,Delivered,469.4,Debit Card,Electronics,Sao Paulo,3,5
ORD00200,CUST1265,2023-01-30 01:26:07.753550710,Delivered,436.01,Credit Card,Clothing,Brasilia,5,8
ORD00201,CUST0564,2023-01-30 04:56:24.676935387,Delivered,491.64,Credit Card,Sports,Rio de Janeiro,4,8
ORD00202,CUST1021,2023-01-30 08:26:41.600320064,Delivered,273.36,Cash,Beauty,Fortaleza,5,11
ORD00203,CUST0096,2023-01-30 11:56:58.523704741,Delivered,398.21,Credit Card,Beauty,Brasilia,4,4
ORD00204,CUST1924,2023-01-30 15:27:15.447089418,Delivered,423.39,Credit Card,Books,Sao Paulo,5,1
ORD00205,CUST1758,2023-01-30 18:57:32.370474095,Processing,331.06,Credit Card,Beauty,Sao Paulo,4,6
ORD00206,CUST0485,2023-01-30 22:27:49.293858772,Processing,182.6,PayPal,Clothing,Rio de Janeiro,4,10
ORD00207,CUST1431,2023-01-31 01:58:06.217243448,Delivered,245.59,Debit Card,Beauty,Brasilia,5,1
ORD00208,CUST0231,2023-01-31 05:28:23.140628125,Shipped,431.8,Debit Card,Home & Garden,Brasilia,5,5
ORD00209,CUST0749,2023-01-31 08:58:40.064012802,Delivered,163.3,PayPal,Electronics,Fortaleza,5,5
ORD00210,CUST1679,2023-01-31 12:28:56.987397479,Delivered,463.4,Credit Card,Sports,Sao Paulo,5,3
ORD00211,CUST1195,2023-01-31 15:59:13.910782156,Delivered,130.31,Credit Card,Books,Salvador,5,5
ORD00212,CUST0541,2023-01-31 19:29:30.834166833,Delivered,379.77,Credit Card,Clothing,Fortaleza,5,6
ORD00213,CUST1060,2023-01-31 22:59:47.757551510,Delivered,322.67,Debit Card,Electronics,Fortaleza,5,5
ORD00214,CUST0525,2023-02-01 02:30:04.680936187,Shipped,379.81,Debit Card,Books,Fortaleza,5,1
ORD00215,CUST1184,2023-02-01 06:00:21.604320864,Delivered,229.93,Credit Card,Clothing,Rio de Janeiro,4,12
ORD00216,CUST1863,2023-02-01 09:30:38.527705541,Shipped,467.67,Credit Card,Beauty,Rio de Janeiro,5,12
ORD00217,CUST1723,2023-02-01 13:00:55.451090218,Delivered,323.59,Credit Card,Sports,Fortaleza,5,7
ORD00218,CUST1267,2023-02-01 16:31:12.374474895,Delivered,158.38,Debit Card,Home & Garden,Salvador,5,3
ORD00219,CUST1110,2023-02-01 20:01:29.297859572,Cancelled,326.46,Credit Card,Home & Garden,Brasilia,5,7
ORD00220,CUST1820,2023-02-01 23:31:46.221244249,Delivered,157.67,Credit Card,Beauty,Brasilia,4,5
ORD00221,CUST0578,2023-02-02 03:02:03.144628926,Delivered,160.94,Credit Card,Sports,Sao Paulo,4,13
ORD00222,CUST0682,2023-02-02 06:32:20.068013603,Delivered,211.81,Debit Card,Electronics,Brasilia,4,12
ORD00223,CUST0557,2023-02-02 10:02:36.991398279,Delivered,429.17,Debit Card,Sports,Brasilia,4,3
ORD00224,CUST1598,2023-02-02 13:32:53.914782956,Delivered,260.14,Credit Card,Beauty,Salvador,4,13
ORD00225,CUST1977,2023-02-02 17:03:10.838167633,Delivered,345.87,Debit Card,Clothing,Brasilia,5,11
ORD00226,CUST1013,2023-02-02 20:33:27.761552310,Delivered,208.14,Debit Card,Electronics,Salvador,5,6
ORD00227,CUST0646,2023-02-03 00:03:44.684936987,Processing,146.53,Cash,Home & Garden,Rio de Janeiro,5,1
ORD00228,CUST0796,2023-02-03 03:34:01.608321664,Delivered,478.23,Credit Card,Beauty,Salvador,3,6
ORD00229,CUST1052,2023-02-03 07:04:18.531706341,Delivered,309.72,Debit Card,Clothing,Rio de Janeiro,5,13
ORD00230,CUST1644,2023-02-03 10:34:35.455091018,Delivered,468.3,Credit Card,Beauty,Salvador,5,13
ORD00231,CUST1580,2023-02-03 14:04:52.378475695,Shipped,117.64,Credit Card,Books,Fortaleza,1,13
ORD00232,CUST1364,2023-02-03 17:35:09.301860372,Delivered,90.51,Debit Card,Books,Rio de Janeiro,5,4
ORD00233,CUST1822,2023-02-03 21:05:26.225245049,Delivered,430.79,Credit Card,Books,Rio de Janeiro,5,4
